DateTime,Trigger,Response
2024-09-13 15:42:03.117428,trigger22,16050008ff000edf
2024-09-13 15:42:05.288118,mcooltrigger,16050017ff003f19
2024-09-13 15:42:07.457507,maxspeedtrigger,1605001cff004edb
2024-09-13 15:43:56.442442,trigger16,16050002ff002edd
2024-09-13 15:43:58.620411,trigger22,16050008ff000edf
2024-09-13 15:44:00.792211,mcooltrigger,16050017ff003f19
2024-09-13 15:44:02.970194,maxspeedtrigger,1605001cff004edb
2024-09-13 15:46:00.844088,trigger16,16050002ff002edd
2024-09-13 15:46:03.025744,trigger22,16050008ff000edf
2024-09-13 15:46:05.213147,mcooltrigger,16050017ff003f19
2024-09-13 15:46:07.391809,maxspeedtrigger,1605001cff004edb
2024-09-13 15:47:56.495638,trigger16,16050002ff002edd
2024-09-13 15:47:58.673017,trigger22,16050008ff000edf
2024-09-13 15:48:00.844662,mcooltrigger,16050017ff003f19
2024-09-13 15:48:03.031735,maxspeedtrigger,1605001cff004edb
2024-09-13 15:50:00.624598,trigger16,16050002ff002edd
2024-09-13 15:50:02.786630,trigger22,16050008ff000edf
2024-09-13 15:50:04.968319,mcooltrigger,16050017ff003f19
2024-09-13 15:50:07.149151,maxspeedtrigger,1605001cff004edb
2024-09-13 15:52:04.945043,trigger16,16050002ff002edd
2024-09-13 15:52:07.114999,trigger22,16050008ff000edf
2024-09-13 15:52:09.297183,mcooltrigger,16050017ff003f19
2024-09-13 15:52:11.480166,maxspeedtrigger,1605001cff004edb
2024-09-13 15:54:00.403909,trigger16,16050002ff002edd
2024-09-13 15:54:02.581692,trigger22,16050008ff000edf
2024-09-13 15:54:04.761373,mcooltrigger,16050017ff003f19
2024-09-13 15:54:06.940114,maxspeedtrigger,1605001cff004edb
2024-09-13 15:56:04.625908,trigger16,16050002ff002edd
2024-09-13 15:56:06.811248,trigger22,16050008ff000edf
2024-09-13 15:56:08.978780,mcooltrigger,16050017ff003f19
2024-09-13 15:56:11.159374,maxspeedtrigger,1605001cff004edb
2024-09-13 15:57:59.998675,trigger16,16050002ff002edd
2024-09-13 15:58:02.173530,trigger22,16050008ff000edf
2024-09-13 15:58:04.339311,mcooltrigger,16050017ff003f19
2024-09-13 15:58:06.511241,maxspeedtrigger,1605001cff004edb
2024-09-13 16:00:04.279439,trigger18,16050004ff00cedc
2024-09-13 16:00:06.458040,trigger22,16050008ff000edf
2024-09-13 16:00:08.632709,mcooltrigger,16050017ff003f19
2024-09-13 16:00:10.814068,speed06trigger,1605001dff001f1b
2024-09-13 16:01:59.891799,trigger18,16050004ff00cedc
2024-09-13 16:02:02.073734,trigger22,16050008ff000edf
2024-09-13 16:02:04.248788,mcooltrigger,16050017ff003f19
2024-09-13 16:02:06.429025,speed06trigger,1605001dff001f1b
2024-09-13 16:04:04.379741,trigger18,16050004ff00cedc
2024-09-13 16:04:06.550353,trigger22,16050008ff000edf
2024-09-13 16:04:08.728591,mcooltrigger,16050017ff003f19
2024-09-13 16:04:10.913537,speed06trigger,1605001dff001f1b
2024-09-13 16:05:59.786100,trigger16,16050002ff002edd
2024-09-13 16:06:01.963189,trigger22,16050008ff000edf
2024-09-13 16:06:04.149282,mcooltrigger,16050017ff003f19
2024-09-13 16:06:06.330626,maxspeedtrigger,1605001cff004edb
2024-09-13 16:08:04.163096,trigger16,16050002ff002edd
2024-09-13 16:08:06.341548,trigger22,16050008ff000edf
2024-09-13 16:08:08.521054,mcooltrigger,16050017ff003f19
2024-09-13 16:08:10.692103,maxspeedtrigger,1605001cff004edb
2024-09-13 16:09:59.864983,trigger16,16050002ff002edd
2024-09-13 16:10:02.044309,trigger22,16050008ff000edf
2024-09-13 16:10:04.213178,mcooltrigger,16050017ff003f19
2024-09-13 16:10:06.391422,maxspeedtrigger,1605001cff004edb
2024-09-13 16:12:04.263882,trigger16,16050002ff002edd
2024-09-13 16:12:06.444587,trigger22,16050008ff000edf
2024-09-13 16:12:08.626662,mcooltrigger,16050017ff003f19
2024-09-13 16:12:10.803789,maxspeedtrigger,1605001cff004edb
2024-09-13 16:14:00.051834,trigger16,16050002ff002edd
2024-09-13 16:14:02.240806,trigger22,16050008ff000edf
2024-09-13 16:14:04.425432,mcooltrigger,16050017ff003f19
2024-09-13 16:14:06.616015,maxspeedtrigger,1605001cff004edb
2024-09-13 16:16:04.539933,trigger16,16050002ff002edd
2024-09-13 16:16:06.720190,trigger22,16050008ff000edf
2024-09-13 16:16:08.908661,mcooltrigger,16050017ff003f19
2024-09-13 16:16:11.076098,maxspeedtrigger,1605001cff004edb
2024-09-13 16:18:00.156456,trigger16,16050002ff002edd
2024-09-13 16:18:02.343996,trigger22,16050008ff000edf
2024-09-13 16:18:04.530000,mcooltrigger,16050017ff003f19
2024-09-13 16:18:06.714968,maxspeedtrigger,1605001cff004edb
2024-09-13 16:20:04.636107,trigger16,16050002ff002edd
2024-09-13 16:20:06.811714,trigger22,16050008ff000edf
2024-09-13 16:20:08.986141,mcooltrigger,16050017ff003f19
2024-09-13 16:20:11.171997,maxspeedtrigger,1605001cff004edb
2024-09-13 16:22:00.349831,trigger16,16050002ff002edd
2024-09-13 16:22:02.537082,trigger22,16050008ff000edf
2024-09-13 16:22:04.720454,mcooltrigger,16050017ff003f19
2024-09-13 16:22:06.909034,maxspeedtrigger,1605001cff004edb
2024-09-13 16:24:04.795276,trigger16,16050002ff002edd
2024-09-13 16:24:06.980584,trigger22,16050008ff000edf
2024-09-13 16:24:09.162490,mcooltrigger,16050017ff003f19
2024-09-13 16:24:11.341717,maxspeedtrigger,1605001cff004edb
2024-09-13 16:26:00.419021,trigger16,16050002ff002edd
2024-09-13 16:26:02.600453,trigger22,16050008ff000edf
2024-09-13 16:26:04.780174,mcooltrigger,16050017ff003f19
2024-09-13 16:26:06.964398,maxspeedtrigger,1605001cff004edb
2024-09-13 16:28:04.814691,trigger16,16050002ff002edd
2024-09-13 16:28:06.996255,trigger22,16050008ff000edf
2024-09-13 16:28:09.180299,mcooltrigger,16050017ff003f19
2024-09-13 16:28:11.357375,maxspeedtrigger,1605001cff004edb
2024-09-13 16:30:00.195788,trigger16,16050002ff002edd
2024-09-13 16:30:02.368172,trigger22,16050008ff000edf
2024-09-13 16:30:04.546375,mcooltrigger,16050017ff003f19
2024-09-13 16:30:06.723365,maxspeedtrigger,1605001cff004edb
2024-09-13 16:32:04.597335,trigger18,16050004ff00cedc
2024-09-13 16:32:06.783030,trigger22,16050008ff000edf
2024-09-13 16:32:08.957031,mcooltrigger,16050017ff003f19
2024-09-13 16:32:11.138406,speed06trigger,1605001dff001f1b
2024-09-13 16:34:00.189057,trigger18,16050004ff00cedc
2024-09-13 16:34:02.375528,trigger22,16050008ff000edf
2024-09-13 16:34:04.557766,mcooltrigger,16050017ff003f19
2024-09-13 16:34:06.744935,speed06trigger,1605001dff001f1b
2024-09-13 16:36:04.469875,trigger16,16050002ff002edd
2024-09-13 16:36:06.651767,trigger22,16050008ff000edf
2024-09-13 16:36:08.839358,mcooltrigger,16050017ff003f19
2024-09-13 16:36:11.028936,maxspeedtrigger,1605001cff004edb
2024-09-13 16:37:59.977189,trigger16,16050002ff002edd
2024-09-13 16:38:02.156525,trigger22,16050008ff000edf
2024-09-13 16:38:04.337503,mcooltrigger,16050017ff003f19
2024-09-13 16:38:06.519354,maxspeedtrigger,1605001cff004edb
2024-09-13 16:40:04.641213,trigger16,16050002ff002edd
2024-09-13 16:40:06.823627,trigger22,16050008ff000edf
2024-09-13 16:40:08.989066,mcooltrigger,16050017ff003f19
2024-09-13 16:40:11.168592,maxspeedtrigger,1605001cff004edb
2024-09-13 16:42:00.375825,trigger16,16050002ff002edd
2024-09-13 16:42:02.555968,trigger22,16050008ff000edf
2024-09-13 16:42:04.742319,mcooltrigger,16050017ff003f19
2024-09-13 16:42:06.922622,maxspeedtrigger,1605001cff004edb
2024-09-13 16:44:04.627423,trigger16,16050002ff002edd
2024-09-13 16:44:06.808106,trigger22,16050008ff000edf
2024-09-13 16:44:08.976318,mcooltrigger,16050017ff003f19
2024-09-13 16:44:11.159240,maxspeedtrigger,1605001cff004edb
2024-09-13 16:46:00.143213,trigger16,16050002ff002edd
2024-09-13 16:46:02.332293,trigger22,16050008ff000edf
2024-09-13 16:46:04.517772,mcooltrigger,16050017ff003f19
2024-09-13 16:46:06.704558,maxspeedtrigger,1605001cff004edb
2024-09-13 16:48:04.428609,trigger16,16050002ff002edd
2024-09-13 16:48:06.610149,trigger22,16050008ff000edf
2024-09-13 16:48:08.785947,mcooltrigger,16050017ff003f19
2024-09-13 16:48:10.975594,maxspeedtrigger,1605001cff004edb
2024-09-13 16:49:59.844846,trigger16,16050002ff002edd
2024-09-13 16:50:02.028896,trigger22,16050008ff000edf
2024-09-13 16:50:04.197509,mcooltrigger,16050017ff003f19
2024-09-13 16:50:06.379134,maxspeedtrigger,1605001cff004edb
2024-09-13 16:52:04.323386,trigger16,16050002ff002edd
2024-09-13 16:52:06.507477,trigger22,16050008ff000edf
2024-09-13 16:52:08.695555,mcooltrigger,16050017ff003f19
2024-09-13 16:52:10.880082,maxspeedtrigger,1605001cff004edb
2024-09-13 16:53:59.899483,trigger16,16050002ff002edd
2024-09-13 16:54:02.080849,trigger22,16050008ff000edf
2024-09-13 16:54:04.272771,mcooltrigger,16050017ff003f19
2024-09-13 16:54:06.446859,maxspeedtrigger,1605001cff004edb
2024-09-13 16:56:04.302390,trigger16,16050002ff002edd
2024-09-13 16:56:06.485477,trigger22,16050008ff000edf
2024-09-13 16:56:08.669837,mcooltrigger,16050017ff003f19
2024-09-13 16:56:10.851334,maxspeedtrigger,1605001cff004edb
2024-09-13 16:57:59.896030,trigger16,16050002ff002edd
2024-09-13 16:58:02.069037,trigger22,16050008ff000edf
2024-09-13 16:58:04.254427,mcooltrigger,16050017ff003f19
2024-09-13 16:58:06.437184,maxspeedtrigger,1605001cff004edb
2024-09-13 17:00:04.478705,trigger16,16050002ff002edd
2024-09-13 17:00:06.657859,trigger22,16050008ff000edf
2024-09-13 17:00:08.827452,mcooltrigger,16050017ff003f19
2024-09-13 17:00:11.001709,maxspeedtrigger,1605001cff004edb
2024-09-13 17:01:59.898643,trigger16,16050002ff002edd
2024-09-13 17:02:02.072627,trigger22,16050008ff000edf
2024-09-13 17:02:04.261954,mcooltrigger,16050017ff003f19
2024-09-13 17:02:06.443157,maxspeedtrigger,1605001cff004edb
2024-09-13 17:04:04.382791,trigger16,16050002ff002edd
2024-09-13 17:04:06.570666,trigger22,16050008ff000edf
2024-09-13 17:04:08.759216,mcooltrigger,16050017ff003f19
2024-09-13 17:04:10.935861,maxspeedtrigger,1605001cff004edb
2024-09-13 17:05:59.977090,trigger16,16050002ff002edd
2024-09-13 17:06:02.165331,trigger22,16050008ff000edf
2024-09-13 17:06:04.349778,mcooltrigger,16050017ff003f19
2024-09-13 17:06:06.531616,maxspeedtrigger,1605001cff004edb
2024-09-13 17:08:04.557132,trigger16,16050002ff002edd
2024-09-13 17:08:06.729592,trigger22,16050008ff000edf
2024-09-13 17:08:08.914929,mcooltrigger,16050017ff003f19
2024-09-13 17:08:11.093169,maxspeedtrigger,1605001cff004edb
2024-09-13 17:09:59.938695,trigger16,16050002ff002edd
2024-09-13 17:10:02.122861,trigger22,16050008ff000edf
2024-09-13 17:10:04.295036,mcooltrigger,16050017ff003f19
2024-09-13 17:10:06.472848,maxspeedtrigger,1605001cff004edb
2024-09-13 17:12:04.345628,trigger16,16050002ff002edd
2024-09-13 17:12:06.521365,trigger22,16050008ff000edf
2024-09-13 17:12:08.695395,mcooltrigger,16050017ff003f19
2024-09-13 17:12:10.866927,maxspeedtrigger,1605001cff004edb
2024-09-13 17:13:59.694506,trigger16,16050002ff002edd
2024-09-13 17:14:01.868706,trigger22,16050008ff000edf
2024-09-13 17:14:04.043292,mcooltrigger,16050017ff003f19
2024-09-13 17:14:06.212106,maxspeedtrigger,1605001cff004edb
2024-09-13 17:16:03.972528,trigger16,16050002ff002edd
2024-09-13 17:16:06.159554,trigger22,16050008ff000edf
2024-09-13 17:16:08.329936,mcooltrigger,16050017ff003f19
2024-09-13 17:16:10.507210,maxspeedtrigger,1605001cff004edb
2024-09-13 17:17:59.716036,trigger16,16050002ff002edd
2024-09-13 17:18:01.896058,trigger22,16050008ff000edf
2024-09-13 17:18:04.070666,mcooltrigger,16050017ff003f19
2024-09-13 17:18:06.243472,maxspeedtrigger,1605001cff004edb
2024-09-13 17:20:04.214386,trigger16,16050002ff002edd
2024-09-13 17:20:06.391143,trigger22,16050008ff000edf
2024-09-13 17:20:08.569174,mcooltrigger,16050017ff003f19
2024-09-13 17:20:10.759337,maxspeedtrigger,1605001cff004edb
2024-09-13 17:21:59.711293,trigger16,16050002ff002edd
2024-09-13 17:22:01.891266,trigger22,16050008ff000edf
2024-09-13 17:22:04.076336,mcooltrigger,16050017ff003f19
2024-09-13 17:22:06.257929,maxspeedtrigger,1605001cff004edb
2024-09-13 17:24:04.087156,trigger16,16050002ff002edd
2024-09-13 17:24:06.275334,trigger22,16050008ff000edf
2024-09-13 17:24:08.455099,mcooltrigger,16050017ff003f19
2024-09-13 17:24:10.632099,maxspeedtrigger,1605001cff004edb
2024-09-13 17:25:59.872187,trigger16,16050002ff002edd
2024-09-13 17:26:02.057337,trigger22,16050008ff000edf
2024-09-13 17:26:04.240486,mcooltrigger,16050017ff003f19
2024-09-13 17:26:06.424506,maxspeedtrigger,1605001cff004edb
2024-09-13 17:28:04.582090,trigger16,16050002ff002edd
2024-09-13 17:28:06.764977,trigger22,16050008ff000edf
2024-09-13 17:28:08.940977,mcooltrigger,16050017ff003f19
2024-09-13 17:28:11.124000,maxspeedtrigger,1605001cff004edb
2024-09-13 17:29:59.970456,trigger16,16050002ff002edd
2024-09-13 17:30:02.156842,trigger22,16050008ff000edf
2024-09-13 17:30:04.335725,mcooltrigger,16050017ff003f19
2024-09-13 17:30:06.510208,maxspeedtrigger,1605001cff004edb
2024-09-13 17:32:18.400196,trigger16,16050002ff002edd
2024-09-13 17:32:20.574587,trigger22,16050008ff000edf
2024-09-13 17:32:22.742186,mcooltrigger,16050017ff003f19
2024-09-13 17:32:24.918534,maxspeedtrigger,1605001cff004edb
2024-09-13 17:33:11.572034,trigger16,16050002ff002edd
2024-09-13 17:33:13.757413,trigger22,16050008ff000edf
2024-09-13 17:33:15.944529,mcooltrigger,16050017ff003f19
2024-09-13 17:33:18.131425,maxspeedtrigger,1605001cff004edb
2024-09-13 17:35:15.953494,trigger16,16050002ff002edd
2024-09-13 17:35:18.121693,trigger22,16050008ff000edf
2024-09-13 17:35:20.300765,mcooltrigger,16050017ff003f19
2024-09-13 17:35:22.490012,maxspeedtrigger,1605001cff004edb
2024-09-13 17:37:11.438196,trigger16,16050002ff002edd
2024-09-13 17:37:13.605288,trigger22,16050008ff000edf
2024-09-13 17:37:15.783857,mcooltrigger,16050017ff003f19
2024-09-13 17:37:17.953515,maxspeedtrigger,1605001cff004edb
2024-09-13 17:39:15.725799,trigger16,16050002ff002edd
2024-09-13 17:39:17.911887,trigger22,16050008ff000edf
2024-09-13 17:39:20.093071,mcooltrigger,16050017ff003f19
2024-09-13 17:39:22.270225,maxspeedtrigger,1605001cff004edb
2024-09-13 17:41:11.345506,trigger16,16050002ff002edd
2024-09-13 17:41:13.532165,trigger22,16050008ff000edf
2024-09-13 17:41:15.711939,mcooltrigger,16050017ff003f19
2024-09-13 17:41:17.886394,maxspeedtrigger,1605001cff004edb
2024-09-13 17:43:15.598673,trigger16,16050002ff002edd
2024-09-13 17:43:17.770511,trigger22,16050008ff000edf
2024-09-13 17:43:19.944754,mcooltrigger,16050017ff003f19
2024-09-13 17:43:22.126186,maxspeedtrigger,1605001cff004edb
2024-09-13 17:45:11.099719,trigger16,16050002ff002edd
2024-09-13 17:45:13.274352,trigger22,16050008ff000edf
2024-09-13 17:45:15.460237,mcooltrigger,16050017ff003f19
2024-09-13 17:45:17.640853,maxspeedtrigger,1605001cff004edb
2024-09-13 17:47:15.590754,trigger18,16050004ff00cedc
2024-09-13 17:47:17.757153,trigger22,16050008ff000edf
2024-09-13 17:47:19.930762,mcooltrigger,16050017ff003f19
2024-09-13 17:47:22.116216,speed06trigger,1605001dff001f1b
2024-09-13 17:49:10.973574,trigger18,16050004ff00cedc
2024-09-13 17:49:13.144943,trigger22,16050008ff000edf
2024-09-13 17:49:15.324672,mcooltrigger,16050017ff003f19
2024-09-13 17:49:17.490664,speed06trigger,1605001dff001f1b
2024-09-13 17:51:15.284433,trigger18,16050004ff00cedc
2024-09-13 17:51:17.451864,trigger22,16050008ff000edf
2024-09-13 17:51:19.624054,mcooltrigger,16050017ff003f19
2024-09-13 17:51:21.795287,speed06trigger,1605001dff001f1b
2024-09-13 17:53:10.765822,trigger18,16050004ff00cedc
2024-09-13 17:53:12.945147,trigger22,16050008ff000edf
2024-09-13 17:53:15.125414,mcooltrigger,16050017ff003f19
2024-09-13 17:53:17.302207,speed06trigger,1605001dff001f1b
2024-09-13 17:55:15.111260,trigger16,16050002ff002edd
2024-09-13 17:55:17.286322,trigger22,16050008ff000edf
2024-09-13 17:55:19.458247,mcooltrigger,16050017ff003f19
2024-09-13 17:55:21.637791,maxspeedtrigger,1605001cff004edb
2024-09-13 17:57:10.556923,trigger16,16050002ff002edd
2024-09-13 17:57:12.724565,trigger22,16050008ff000edf
2024-09-13 17:57:14.896081,mcooltrigger,16050017ff003f19
2024-09-13 17:57:17.068932,maxspeedtrigger,1605001cff004edb
2024-09-13 17:59:14.863592,trigger16,16050002ff002edd
2024-09-13 17:59:17.048376,trigger22,16050008ff000edf
2024-09-13 17:59:19.224751,mcooltrigger,16050017ff003f19
2024-09-13 17:59:21.396346,maxspeedtrigger,1605001cff004edb
2024-09-13 18:01:10.282008,trigger16,16050002ff002edd
2024-09-13 18:01:12.452998,trigger22,16050008ff000edf
2024-09-13 18:01:14.636646,mcooltrigger,16050017ff003f19
2024-09-13 18:01:16.814061,maxspeedtrigger,1605001cff004edb
2024-09-13 18:03:14.870611,trigger16,16050002ff002edd
2024-09-13 18:03:17.055993,trigger22,16050008ff000edf
2024-09-13 18:03:19.236880,mcooltrigger,16050017ff003f19
2024-09-13 18:03:21.421381,maxspeedtrigger,1605001cff004edb
2024-09-13 18:05:10.182367,trigger16,16050002ff002edd
2024-09-13 18:05:12.359593,trigger22,16050008ff000edf
2024-09-13 18:05:14.527110,mcooltrigger,16050017ff003f19
2024-09-13 18:05:16.700517,maxspeedtrigger,1605001cff004edb
2024-09-13 18:05:54.327037,trigger16,16050002ff002edd
2024-09-13 18:05:56.511577,trigger22,16050008ff000edf
2024-09-13 18:05:58.680744,mcooltrigger,16050017ff003f19
2024-09-13 18:06:00.857300,maxspeedtrigger,1605001cff004edb
2024-09-13 18:07:58.527735,trigger16,16050002ff002edd
2024-09-13 18:08:00.707685,trigger22,16050008ff000edf
2024-09-13 18:08:02.890434,mcooltrigger,16050017ff003f19
2024-09-13 18:08:05.062009,maxspeedtrigger,1605001cff004edb
2024-09-13 18:09:53.888488,trigger16,16050002ff002edd
2024-09-13 18:09:56.067160,trigger22,16050008ff000edf
2024-09-13 18:09:58.237961,mcooltrigger,16050017ff003f19
2024-09-13 18:10:00.424011,maxspeedtrigger,1605001cff004edb
2024-09-13 18:11:58.124604,trigger18,16050004ff00cedc
2024-09-13 18:12:00.302990,trigger22,16050008ff000edf
2024-09-13 18:12:02.477777,mcooltrigger,16050017ff003f19
2024-09-13 18:12:04.667275,speed06trigger,1605001dff001f1b
2024-09-13 18:13:53.713882,trigger16,16050002ff002edd
2024-09-13 18:13:55.899323,trigger22,16050008ff000edf
2024-09-13 18:13:58.073489,mcooltrigger,16050017ff003f19
2024-09-13 18:14:00.256879,maxspeedtrigger,1605001cff004edb
2024-09-13 18:15:57.970302,trigger16,16050002ff002edd
2024-09-13 18:16:00.150963,trigger22,16050008ff000edf
2024-09-13 18:16:02.324454,mcooltrigger,16050017ff003f19
2024-09-13 18:16:04.493748,maxspeedtrigger,1605001cff004edb
2024-09-13 18:17:53.297500,trigger16,16050002ff002edd
2024-09-13 18:17:55.474900,trigger22,16050008ff000edf
2024-09-13 18:17:57.644604,mcooltrigger,16050017ff003f19
2024-09-13 18:17:59.823950,maxspeedtrigger,1605001cff004edb
2024-09-13 18:19:57.540104,trigger16,16050002ff002edd
2024-09-13 18:19:59.721497,trigger22,16050008ff000edf
2024-09-13 18:20:01.900749,mcooltrigger,16050017ff003f19
2024-09-13 18:20:04.064603,maxspeedtrigger,1605001cff004edb
2024-09-13 18:21:52.988456,trigger16,16050002ff002edd
2024-09-13 18:21:55.166291,trigger22,16050008ff000edf
2024-09-13 18:21:57.347678,mcooltrigger,16050017ff003f19
2024-09-13 18:21:59.521935,maxspeedtrigger,1605001cff004edb
2024-09-13 18:23:57.259567,trigger16,16050002ff002edd
2024-09-13 18:23:59.427869,trigger22,16050008ff000edf
2024-09-13 18:24:01.613090,mcooltrigger,16050017ff003f19
2024-09-13 18:24:03.804872,maxspeedtrigger,1605001cff004edb
2024-09-13 18:25:52.782442,trigger16,16050002ff002edd
2024-09-13 18:25:54.947294,trigger22,16050008ff000edf
2024-09-13 18:25:57.124467,mcooltrigger,16050017ff003f19
2024-09-13 18:25:59.292919,maxspeedtrigger,1605001cff004edb
2024-09-13 18:27:57.147418,trigger16,16050002ff002edd
